,background,justClass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,skills,weapons,castingStat,processedRace,processedSpells,processedWeapons,levelGroup,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,castCha,castInt,castWis,castCon,castDex,castStr,simpleWeapon,martialWeapon,rangedWeapon,num_feats,num_spells,multiClass
9266,Urchin,Fighter,4,Healer,48,16,8,15,15,11,8,16,Sleight of Hand|Stealth|Insight|Perception|Persuasion,Longbow|Shortsword|Shortsword|Handaxe,Int,Tiefling,Thaumaturgy*0,Longbow|Shortsword|Shortsword|Handaxe,4-7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0
9267,Custom,Rogue,1,,9,14,13,16,13,13,13,11,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception,Rapier|Shortbow|Dagger,Int,Human,,Rapier|Shortbow|Dagger,1-3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
9268,Custom,Fighter,1,,13,16,16,13,16,11,11,10,Athletics|Animal Handling|Survival|Intimidation,"Warhammer|Longsword|Crossbow, light",Int,Human,,"Warhammer|Longsword|Crossbow, Light",1-3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9269,Sage,Bard,1,,8,11,9,9,11,16,15,16,Arcana|History|Insight|Medicine|Persuasion,Dagger|Dagger,Cha,Human,,Dagger|Dagger,1-3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9270,Custom,Bard,1,,8,11,10,11,11,16,13,16,Arcana|Medicine|Deception|Performance|Persuasion,Quarterstaff|Dagger,Cha,Human,,Quarterstaff|Dagger,1-3,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9271,Soldier,Fighter,1,,12,16,13,17,14,12,11,8,Athletics|Animal Handling|Perception|Survival|Intimidation,"Longbow|Rapier|Crossbow, light",Int,Elf,,"Longbow|Rapier|Crossbow, Light",1-3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
9272,Guild Artisan,Paladin,3,,22,19,15,10,10,10,14,15,Athletics|Insight|Medicine|Persuasion,Longsword|Javelin,Cha,,Identify*1|Unseen Servant*1,Longsword|Javelin,1-3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0
9273,Acolyte,Barbarian,1,,11,9,8,10,8,8,9,8,Athletics|Religion|Animal Handling|Insight,Greataxe|Handaxe|Javelin,Int,Aarakocra,,Greataxe|Handaxe|Javelin,1-3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
9274,Acolyte,Paladin,5,Great Weapon Master,39,18,18,11,13,7,9,18,Athletics|Religion|Insight|Medicine|Intimidation,Javelin|Halberd,Cha,Half-Orc,Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2,Javelin|Halberd,4-7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,4,0
9275,Faction Agent,Rogue|Cleric|Ranger,20,Crossbow Expert|Sharpshooter|Resilient|Skulker|Observant,222,19,14,18,20,14,20,11,Athletics|Acrobatics|Stealth|Investigation|Nature|Insight|Perception|Persuasion,"Rapier|Dagger|Crossbow, heavy|Crossbow, hand",Int,Human,Spare the Dying*0|Light*0|Bane*1|False Life*1|Protection from Evil and Good*1|Zone of Truth*2|Gentle Repose*2|Ray of Enfeeblement*2|Magic Circle*3,"Rapier|Dagger|Crossbow, Heavy|Crossbow, hand",19-20,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,5,9,1
9276,Noble,Cleric|Wizard,14,Lucky,102,18,10,14,16,18,14,11,History|Religion|Insight|Persuasion,"Mace|Crossbow, light",Wis,Human,Light*0|Burning Hands*1|Faerie Fire*1,"Mace|Crossbow, Light",12-15,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,1
9277,Outlander,Monk,5,Resilient,50,17,8,18,15,8,17,8,Athletics|Acrobatics|Stealth|Perception|Survival,Shortsword|Dart|Unarmed strike,Int,Human,,Shortsword|Dart|Unarmed Strike,4-7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0
9278,Sailor,Fighter,5,,65,16,9,17,17,10,13,13,Athletics|Acrobatics|Perception|Intimidation,"Scimitar|Scimitar|Crossbow, light",Int,Human,,"Scimitar|Scimitar|Crossbow, Light",4-7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9279,Outlander,Fighter,1,,29,18,16,14,12,6,8,6,Athletics|Acrobatics|Perception|Survival|Intimidation,Greatsword|Handaxe,Int,Half-Orc,,Greatsword|Handaxe,1-3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
9280,Sage,Wizard,1,,9,12,8,14,16,16,8,12,Arcana|History|Investigation|Religion,Dagger,Int,Gnome,Fire Bolt*0|Shocking Grasp*0|Mage Hand*0|Burning Hands*1|Magic Missile*1|Shield*1|Find Familiar*1|Feather Fall*1|Tenser's Floating Disk*1,Dagger,1-3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0
9281,Hermit,Paladin,9,Tough,116,20,16,12,16,10,12,16,Athletics|Religion|Insight|Medicine,Battleaxe +1|Handaxe,Cha,Dwarf,Ensnaring Strike*1|Speak with Animals*1|Cure Wounds*1|*|Shield of Faith*1|Moonbeam*2|Misty Step*2|Lesser Restoration*2|Plant Growth*3|Protection from Energy*3|Revivify*3|Blinding Smite*3|Crusader's Mantle*3|Dispel Magic*3,Battleaxe|Handaxe,8-11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,14,0
9282,Sage,Wizard,2,,14,12,8,14,15,16,10,12,Arcana|History|Investigation|Religion|Persuasion,Dagger,Int,Genasi,Produce Flame*0|Toll the Dead*0|Minor Illusion*0|Mage Hand*0|Detect Magic*1|Identify*1|Find Familiar*1|Mage Armor*1|Shield*1|Absorb Elements*1|Fog Cloud*1|Ice Knife*1|Tasha's Hideous Laughter*1,Dagger,1-3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0
9283,Cloistered Scholar,Wizard,4,,22,13,6,16,12,16,14,10,Arcana|History|Investigation|Insight,Dagger,Int,Kobold,,Dagger,4-7,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9284,Criminal,Rogue|Revised Ranger,12,,112,15,8,19,14,14,8,16,Sleight of Hand|Stealth|Investigation|Perception|Survival|Deception|Performance,Rapier|Shortbow|Dagger,Int,Goblin,Ensnaring Strike*1|Hail of Thorns*1|Hunter's Mark*1|Cordon Of Arrows*2|Pass Without Trace*2,Rapier|Shortbow|Dagger,12-15,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,5,1
9285,Noble,Barbarian,3,,29,14,15,16,13,11,8,12,Athletics|History|Perception|Intimidation|Persuasion,Halberd|Dagger|Javelin,Int,Elf,True Strike*0,Halberd|Dagger|Javelin,1-3,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
9286,Faction Agent,Rogue,5,,38,15,10,18,14,16,11,10,Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Survival,Rapier|Shortbow|Dagger,Int,Human,,Rapier|Shortbow|Dagger,4-7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0
9287,Soldier,Paladin,15,Polearm Master|Great Weapon Master|Resilient,132,16,18,10,14,8,10,16,Athletics|Insight|Perception|Intimidation|Persuasion,Halberd|Javelin,Cha,Human,Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4,Halberd|Javelin,12-15,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3,8,0
9288,Far Traveler,Paladin,15,Great Weapon Master,153,16,18,10,16,8,10,16,Athletics|Insight|Perception|Intimidation|Persuasion,Greatsword|Javelin,Cha,Half-Orc,Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3|Banishment*4|Dimension Door*4,Greatsword|Javelin,12-15,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,8,0
9289,Urban Bounty Hunter,Fighter,15,War Caster|Sentinel|Resilient,139,24,19,20,14,16,12,8,Acrobatics|Stealth|Insight|Perception|Survival,"Rapier|Crossbow, light",Int,Elf,,"Rapier|Crossbow, Light",12-15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,0,0
9290,Sailor,Fighter,15,Crossbow Expert|Sharpshooter,170,16,8,20,18,9,14,10,Athletics|Perception|Survival|Intimidation,"Crossbow, heavy|Crossbow, light",Int,Elf,,"Crossbow, Heavy|Crossbow, Light",12-15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
9291,Soldier,Barbarian,15,Sentinel|Polearm Master,201,20,25,18,18,8,12,10,Athletics|Nature|Perception|Survival|Intimidation,Halberd|Handaxe|Javelin|Halberd Butt,Int,Human,,Halberd|Handaxe|Javelin|Halberd,12-15,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0
9292,Urban Bounty Hunter,Rogue,7,Elemental Adept,54,14,17,17,15,10,14,17,Acrobatics|Sleight of Hand|Stealth|Perception|Persuasion,Rapier|Shortbow|Dagger,Int,Dragonborn,Shield*1,Rapier|Shortbow|Dagger,4-7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0
9293,Outlander,Paladin,5,,34,18,18,14,10,8,14,14,Athletics|Nature|Insight|Medicine|Perception|Survival,Greatsword|Longbow|Longsword,Cha,Half-Elf,Ensnaring Strike*1|Speak with Animals*1|Divine Favor*1|Thunderous Smite*1|Cure Wounds*1|Bless*1|Moonbeam*2|Misty Step*2,Greatsword|Longbow|Longsword,4-7,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,8,0
9294,Charlatan,Rogue|Wizard,5,,31,14,8,16,13,16,10,12,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,"Shortsword|Dagger +2|Crossbow, Light",Int,Gnome,Minor Illusion*0|Friends*0|Mage Hand*0|Dancing Lights*0|Poison Spray*0|Chromatic Orb*1|Color Spray*1|Disguise Self*1|Find Familiar*1|Silent Image*1|Unseen Servant*1|Mage Armor*1|Tenser's Floating Disk*1|Shield*1|Charm Person*1|Illusory Script*1,"Shortsword|Dagger|Crossbow, Light",4-7,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,16,1
9295,Criminal,Monk,2,,20,15,8,17,14,10,14,14,Athletics|Acrobatics|Sleight of Hand|Stealth|Deception,Unarmed Strike,Int,Half-Elf,,Unarmed Strike,1-3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9296,Soldier,Fighter,1,,15,17,20,7,20,6,4,12,Athletics|History|Insight|Intimidation,"Greatsword|Warhammer|Crossbow, Light",Cha,Warforged,,"Greatsword|Warhammer|Crossbow, Light",1-3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9297,Sage,Sorcerer,5,,32,15,9,14,13,15,11,18,Arcana|History|Intimidation|Persuasion,Dagger|Quarterstaff (2h),Cha,Human,Fire Bolt*0|Light*0|Prestidigitation*0|Ray of Frost*0|Message*0|Thunderwave*1|Chromatic Orb*1|Shield*1|Scorching Ray*2|Misty Step*2|Fireball*3,Dagger|Quarterstaff,4-7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11,0
9298,"Entertainer, Gladiator Variant",Fighter,1,,12,16,12,17,14,8,10,14,Athletics|Acrobatics|Perception|Performance,"Shortsword|Crossbow, light",Int,Halfling,,"Shortsword|Crossbow, Light",1-3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9299,Faction Agent,Cleric,5,Magic Initiate,28,13,9,10,10,16,18,12,Arcana|History|Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Wis,Human,Mending*0|Guidance*0|Light*0|Detect Magic*1|Magic Missile*1|Guiding Bolt*1|Find Familiar*1|Magic Weapon*2|Nystul's Magic Aura*2|Dispel Magic*3|Magic Circle*3,"Mace|Crossbow, Light",4-7,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,11,0
9300,Haunted One,Fighter,8,Dual Wielder|Mage Slayer,92,17,20,14,20,11,11,15,Investigation|Insight|Perception|Survival|Intimidation,"Warhammer|Battleaxe|Crossbow, light",Int,Orc,,"Warhammer|Battleaxe|Crossbow, Light",8-11,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0
9301,Entertainer,Rogue,1,,9,16,9,20,13,16,12,13,Acrobatics|Sleight of Hand|Perception|Deception|Performance|Persuasion,Shortsword|Shortbow|Dagger,Int,Tiefling,,Shortsword|Shortbow|Dagger,1-3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
9302,Faction Agent,Sorcerer,5,Lucky,32,12,10,14,14,10,10,18,Arcana|History|Insight|Deception|Persuasion,Quarterstaff|Dagger,Cha,Human,,Quarterstaff|Dagger,4-7,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9303,Outlander,Monk,1,,9,15,12,15,13,9,16,9,Athletics|Acrobatics|Stealth|Survival,Quarterstaff|Unarmed strike,Int,Turtle,,Quarterstaff|Unarmed Strike,1-3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
9304,Faction Agent,Fighter,5,Sentinel,39,19,18,10,12,16,10,9,Athletics|Arcana|Nature|Insight|Survival,Longsword|Handaxe,Int,Human,Lightning Lure*0|Booming Blade*0|Shield*1|Absorb Elements*1|Snare*1,Longsword|Handaxe,4-7,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,5,0
9305,Hermit,Artificer|Rogue,20,,167,15,16,16,14,13,13,15,Stealth|Nature|Religion|Medicine|Perception|Deception|Persuasion,"Handaxe|Spear|Crossbow, light",Int,Tabaxi,Identify*1|Detect Magic*1,"Handaxe|Spear|Crossbow, Light",19-20,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1
9306,Cloistered Scholar,Wizard,16,War Caster|Second Chance,144,11,10,13,16,20,13,13,Arcana|History|Investigation|Religion,Dagger,Int,Halfling,Animate Dead*3,Dagger,16-18,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0
9307,Entertainer,Sorcerer,4,Magic Initiate,22,13,8,16,13,12,11,15,Acrobatics|Arcana|Perception|Performance|Persuasion,Quarterstaff|Dagger,Cha,Elf,Mage Hand*0|Dancing Lights*0|Chill Touch*0|Minor Illusion*0|Ray of Frost*0|Shocking Grasp*0|Prestidigitation*0|Magic Missile*1|Detect Magic*1|Thunderwave*1|Mage Armor*1|Scorching Ray*2|Levitate*2|Alter Self*2,Quarterstaff|Dagger,4-7,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,14,0
9308,Entertainer,Sorcerer,4,Magic Initiate,22,13,8,16,13,12,11,15,Acrobatics|Arcana|Perception|Performance|Persuasion,Quarterstaff|Dagger,Cha,Elf,Mage Hand*0|Dancing Lights*0|Chill Touch*0|Minor Illusion*0|Ray of Frost*0|Shocking Grasp*0|Prestidigitation*0|Magic Missile*1|Detect Magic*1|Thunderwave*1|Mage Armor*1|Scorching Ray*2|Levitate*2|Alter Self*2,Quarterstaff|Dagger,4-7,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,14,0
9309,Faction Agent,Fighter,5,Sentinel,39,19,18,10,12,16,10,9,Athletics|Arcana|Nature|Insight|Survival,Longsword|Handaxe,Int,Human,Lightning Lure*0|Booming Blade*0|Shield*1|Absorb Elements*1|Snare*1,Longsword|Handaxe,4-7,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,5,0
9310,Faction Agent,Fighter,5,Sentinel,39,19,18,10,12,16,10,9,Athletics|Arcana|Nature|Insight|Survival,Longsword|Handaxe,Int,Human,,Longsword|Handaxe,4-7,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
9311,Folk Hero,Fighter,8,,76,18,18,13,16,11,11,13,Athletics|Animal Handling|Perception|Survival|Intimidation,Greatsword|Battleaxe,Int,Half-Orc,,Greatsword|Battleaxe,8-11,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9312,Faction Agent,Cleric,5,Magic Initiate,28,16,9,16,10,10,18,12,Arcana|History|Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Wis,Human,Detect Magic*1|Magic Missile*1|Magic Weapon*2|Nystul's Magic Aura*2|Dispel Magic*3|Magic Circle*3,"Mace|Crossbow, Light",4-7,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,6,0
9313,City Watch,Fighter,4,Magic Initiate,37,17,14,14,15,13,10,9,Athletics|History|Insight|Perception,"Glaive|Battleaxe|Crossbow, Light|The Joker (Greatsword)",Int,Gnome,Eldritch Blast*0|Poison Spray*0|Armor of Agathys*1,"Glaive|Battleaxe|Crossbow, Light|Greatsword",4-7,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,0
9314,Criminal,Fighter|Cleric,9,Crossbow Expert|Sharpshooter|Resilient,84,17,9,20,17,11,13,12,Stealth|Insight|Perception|Intimidation|Persuasion,"Longbow|Crossbow, hand|Dagger|Sling|Net",Wis,Human,Mending*0|Resistance*0|Thaumaturgy*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1,"Longbow|Crossbow, hand|Dagger|Sling|Net",8-11,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,3,7,1
9315,Clan Crafter,Cleric,4,War Caster,31,16,14,11,14,10,15,10,History|Religion|Insight|Medicine,Mace,Wis,Gnome,Mending*0|Sacred Flame*0|Guidance*0|Identify*1|Searing Smite*1|Healing Word*1|Bless*1|Inflict Wounds*1|Sanctuary*1|Heat Metal*2|Magic Weapon*2|Silence*2|Zone of Truth*2|Spiritual Weapon*2,Mace,4-7,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,14,0
9316,Entertainer,Sorcerer,4,Magic Initiate,22,13,8,16,13,12,11,15,Acrobatics|Arcana|Perception|Performance|Persuasion,Quarterstaff|Dagger,Cha,Elf,Mage Hand*0|Dancing Lights*0|Chill Touch*0|Minor Illusion*0|Ray of Frost*0|Shocking Grasp*0|Prestidigitation*0|Magic Missile*1|Detect Magic*1|Thunderwave*1|Mage Armor*1|Scorching Ray*2|Levitate*2|Alter Self*2,Quarterstaff|Dagger,4-7,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,14,0
9317,Entertainer,Sorcerer,4,Magic Initiate,22,13,8,16,13,12,11,15,Acrobatics|Arcana|Perception|Performance|Persuasion,Quarterstaff|Dagger,Cha,Elf,,Quarterstaff|Dagger,4-7,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9318,Sage,Sorcerer,1,,7,11,9,12,15,17,16,19,Arcana|History|Deception|Intimidation,"Crossbow, light|Dagger",Cha,Human,Friends*0|Shape Water*0|Green-Flame Blade*0|Lightning Lure*0|Ice Knife*1|Shield*1,"Crossbow, Light|Dagger",1-3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0
9319,Outlander,Barbarian,3,,35,13,16,12,15,8,12,11,Athletics|Stealth|Insight|Survival|Intimidation,Greataxe|Javelin|Light hammer|Unarmed strike,Int,Half-Orc,,Greataxe|Javelin|Light hammer|Unarmed Strike,1-3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
9320,Knight,Paladin,11,,127,20,18,14,18,10,16,16,History|Insight|Intimidation|Persuasion,Warhammer|Javelin,Cha,Aasimar,Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Warhammer|Javelin,8-11,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,0
9321,Outlander,Barbarian|Druid,20,Lucky,235,24,18,16,20,12,20,12,Athletics|Nature|Perception|Survival,Maul|Quarterstaff|Javelin,Int,Firbolg,,Maul|Quarterstaff|Javelin,19-20,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
9322,Soldier,Revised Ranger,5,,44,15,10,18,15,12,14,8,Athletics|Insight|Perception|Survival|Intimidation,Shortsword|Longbow,Wis,Aarakocra,,Shortsword|Longbow,4-7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
9323,Charlatan,Rogue,1,,14,16,5,18,20,4,10,16,Acrobatics|Stealth|Insight|Perception|Deception|Persuasion,"Dagger|Shortsword|Crossbow, light",Int,Dwarf,,"Dagger|Shortsword|Crossbow, Light",1-3,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
9324,Outlander,Barbarian,1,,15,15,18,14,16,10,15,13,Athletics|Stealth|Nature|Perception|Survival,Greataxe|Handaxe|Javelin,Int,Bugbear,,Greataxe|Handaxe|Javelin,1-3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
9325,Far Traveler,Barbarian|Monk,6,Magic Initiate,53,16,13,16,12,8,16,8,Athletics|Acrobatics|Insight|Perception|Survival|Performance,Short Sword|Quarterstaff|Javelin|Fists|Whip Drink|Shortbow,Int,Human,Booming Blade*0|Green-Flame Blade*0|Find Familiar*1|*|Speak with Animals*1,Shortsword|Quarterstaff|Javelin||Whip|Shortbow,4-7,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,5,1
9326,Urchin,Wizard,4,,24,13,10,16,14,16,12,9,Sleight of Hand|Stealth|Arcana|Insight|Perception,Quarterstaff,Int,Elf,,Quarterstaff,4-7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9327,Barbarian Tribe Member,Barbarian,5,,76,20,16,16,20,12,8,12,Athletics|Animal Handling|Survival|Intimidation,Trident|Handaxe|Javelin,Con,Triton,Fog Cloud*1|Gust of Wind*2|Wall of Water*3,Trident|Handaxe|Javelin,4-7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,3,0
9328,Haunted One,Sorcerer,4,,30,15,9,14,15,13,10,17,Arcana|Investigation|Survival|Deception|Intimidation|Persuasion,Dagger,Cha,Half-Elf,Fire Bolt*0|Prestidigitation*0|Mage Hand*0|Create Bonfire*0|Minor Illusion*0|Shield*1|Magic Missile*1|Dragon's Breath*2|Scorching Ray*2|Hold Person*2,Dagger,4-7,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10,0
9329,Outlander,Revised Ranger|Rogue,8,,93,14,8,17,16,13,10,13,Athletics|Stealth|Investigation|Animal Handling|Perception|Survival,Shortsword|Longbow,Wis,,,Shortsword|Longbow,8-11,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1
9330,Noble,Cleric,2,,15,16,8,17,12,12,14,12,History|Religion|Insight|Perception|Persuasion,Mace|Dagger,Wis,Elf,Charm Person*1|Disguise Self*1,Mace|Dagger,1-3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0
9331,Urban Bounty Hunter,Fighter|Warlock,6,Crossbow Expert,57,16,8,18,16,8,12,13,Acrobatics|Stealth|Insight|Perception|Survival,"Crossbow, hand|Crossbow, heavy|Crossbow, light",Int,Human,Friends*0|Mage Hand*0|Shield*1|Hex*1,"Crossbow, hand|Crossbow, Heavy|Crossbow, Light",4-7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,4,1
9332,Noble,Druid,2,,22,15,18,14,16,14,16,15,Arcana|History|Perception|Intimidation|Persuasion,Scimitar,Wis,Half-Orc,Poison Spray*0|Thorn Whip*0,Scimitar,1-3,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0
9333,Outlander,Paladin,2,,23,18,17,14,14,11,14,17,Athletics|Animal Handling|Perception|Survival,Longsword,Cha,Half-Elf,,Longsword,1-3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
9334,Haunted One,Druid,5,War Caster,41,14,14,12,15,8,17,8,Arcana|Nature|Perception|Survival,Scimitar|Greatclub|Sling,Wis,Firbolg,*|*|Resistance*0|Magic Stone*0|Druidcraft*0|*|Charm Person*1|Cure Wounds*1|Entangle*1|Faerie Fire*1|Pass Without Trace*2|Find Traps*2|Darkvision*2|Conjure Animals*3|Erupting Earth*3,Scimitar|Greatclub|Sling,4-7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,15,0
